i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
-0.96,0.1315,1.0915,0.414,-1.026,0.6115,-0.8335,-0.775,-0.6915,-0.673,-0.6805,-0.736,0.074,0.6925,-0.034
-0.955,0.134,1.089,0.4105,-1.022,0.6115,-0.833,-0.777,-0.6925,-0.6735,-0.681,-0.7355,0.073,0.6975,-0.0345
-0.945,0.1405,1.0855,0.402,-1.015,0.613,-0.8305,-0.7755,-0.69,-0.672,-0.679,-0.7345,0.0715,0.6975,-0.0375
-0.9305,0.1425,1.073,0.394,-1.002,0.608,-0.835,-0.7785,-0.694,-0.675,-0.6835,-0.739,0.073,0.695,-0.035
-0.9435,0.138,1.0815,0.4025,-1.0125,0.61,-0.837,-0.7805,-0.6965,-0.6755,-0.685,-0.74,0.0735,0.694,-0.0315
-0.953,0.1395,1.0925,0.407,-1.023,0.616,-0.8375,-0.7795,-0.6945,-0.6735,-0.682,-0.738,0.073,0.694,-0.0315
-0.9635,0.1425,1.106,0.4105,-1.035,0.624,-0.8325,-0.775,-0.6885,-0.667,-0.677,-0.7305,0.076,0.6965,-0.0275
-0.9735,0.1425,1.1155,0.4155,-1.0445,0.629,-0.8245,-0.769,-0.682,-0.6615,-0.6715,-0.7255,0.0765,0.7045,-0.032
-0.9715,0.139,1.11,0.416,-1.0405,0.6245,-0.824,-0.7685,-0.6815,-0.6625,-0.672,-0.7265,0.075,0.7005,-0.037
-0.9625,0.1365,1.099,0.413,-1.031,0.618,-0.8295,-0.772,-0.6845,-0.666,-0.6775,-0.73,0.0745,0.695,-0.0355
-0.9565,0.135,1.092,0.4105,-1.024,0.6135,-0.8305,-0.7715,-0.6845,-0.6665,-0.6785,-0.7325,0.0755,0.698,-0.037
-0.9655,0.134,1.0995,0.416,-1.0325,0.6165,-0.826,-0.771,-0.6835,-0.6665,-0.6775,-0.7315,0.0735,0.7005,-0.038
-0.972,0.129,1.1015,0.4215,-1.0365,0.615,-0.823,-0.7695,-0.681,-0.6645,-0.676,-0.731,0.0705,0.697,-0.0405
-0.9715,0.126,1.098,0.4225,-1.0345,0.612,-0.826,-0.769,-0.681,-0.663,-0.6755,-0.732,0.071,0.699,-0.042
-0.973,0.1245,1.0975,0.424,-1.0355,0.611,-0.8255,-0.7705,-0.681,-0.6635,-0.6745,-0.731,0.0705,0.7005,-0.0415
-0.9735,0.1235,1.097,0.425,-1.0355,0.61,-0.8185,-0.7635,-0.677,-0.6585,-0.6715,-0.7285,0.071,0.701,-0.0435
-0.987,0.122,1.1095,0.4325,-1.048,0.6155,-0.813,-0.759,-0.672,-0.6555,-0.6685,-0.7255,0.069,0.7005,-0.045
-0.9945,0.118,1.1125,0.4385,-1.0535,0.615,-0.8085,-0.7555,-0.6675,-0.652,-0.666,-0.724,0.066,0.694,-0.046
-1.0095,0.1185,1.1275,0.4455,-1.0685,0.623,-0.803,-0.7485,-0.6635,-0.647,-0.6605,-0.718,0.067,0.693,-0.0435
-1.0285,0.1155,1.144,0.4565,-1.0865,0.6295,-0.7985,-0.745,-0.659,-0.643,-0.657,-0.7145,0.0665,0.691,-0.041
-1.016,0.122,1.138,0.447,-1.077,0.63,-0.8055,-0.7535,-0.669,-0.652,-0.6655,-0.7245,0.0665,0.696,-0.0415
-1.0145,0.1415,1.156,0.4365,-1.0855,0.649,-0.8105,-0.7615,-0.677,-0.66,-0.672,-0.73,0.0665,0.7075,-0.041
-1.0255,0.1445,1.17,0.4405,-1.0975,0.657,-0.8065,-0.757,-0.6715,-0.654,-0.6685,-0.7255,0.0655,0.7095,-0.042
-1.0055,0.132,1.1375,0.437,-1.0715,0.635,-0.804,-0.753,-0.6685,-0.65,-0.6665,-0.723,0.0675,0.701,-0.0445
-0.98,0.1215,1.1015,0.429,-1.0405,0.6115,-0.8065,-0.755,-0.671,-0.651,-0.6695,-0.7265,0.0685,0.693,-0.046
-0.9715,0.1215,1.093,0.425,-1.032,0.607,-0.8105,-0.7585,-0.6745,-0.6565,-0.674,-0.73,0.0685,0.6935,-0.046
-0.962,0.1245,1.087,0.419,-1.0245,0.6055,-0.813,-0.762,-0.6775,-0.661,-0.678,-0.7345,0.0685,0.694,-0.0465
-0.9735,0.1315,1.1045,0.421,-1.039,0.618,-0.8085,-0.7585,-0.674,-0.659,-0.673,-0.731,0.0685,0.698,-0.049
-0.9935,0.138,1.1315,0.428,-1.0625,0.635,-0.801,-0.7505,-0.6655,-0.652,-0.666,-0.7225,0.0695,0.7055,-0.05
-0.9795,0.1375,1.117,0.421,-1.0485,0.627,-0.8075,-0.7565,-0.6725,-0.6575,-0.672,-0.731,0.0685,0.702,-0.05
-0.963,0.134,1.097,0.4145,-1.03,0.6155,-0.816,-0.7645,-0.6805,-0.6665,-0.681,-0.74,0.0665,0.6955,-0.0515
-0.9735,0.1315,1.1055,0.421,-1.0395,0.6185,-0.815,-0.763,-0.679,-0.6645,-0.681,-0.738,0.0655,0.6995,-0.0515
-0.978,0.1325,1.111,0.423,-1.0445,0.6215,-0.812,-0.7615,-0.677,-0.662,-0.678,-0.7355,0.066,0.7035,-0.0495
-0.973,0.136,1.109,0.4185,-1.041,0.6225,-0.816,-0.7665,-0.6825,-0.6655,-0.6815,-0.739,0.065,0.7055,-0.05
-0.985,0.1385,1.1235,0.423,-1.0545,0.631,-0.817,-0.7695,-0.684,-0.6675,-0.68,-0.739,0.063,0.71,-0.05
-0.984,0.1405,1.1245,0.4215,-1.0545,0.6325,-0.8135,-0.7655,-0.6795,-0.6645,-0.676,-0.7355,0.064,0.712,-0.0525
-0.985,0.14,1.1245,0.4225,-1.0545,0.6325,-0.8115,-0.768,-0.6805,-0.6665,-0.6775,-0.735,0.0635,0.7125,-0.0525
-0.9825,0.138,1.1205,0.4225,-1.0515,0.629,-0.81,-0.7695,-0.6825,-0.6675,-0.679,-0.735,0.0635,0.7105,-0.0485
-0.9675,0.138,1.106,0.4145,-1.0365,0.622,-0.812,-0.772,-0.685,-0.67,-0.683,-0.738,0.0625,0.706,-0.049
-0.973,0.1375,1.1105,0.418,-1.0415,0.624,-0.812,-0.7705,-0.6825,-0.669,-0.6795,-0.7365,0.0625,0.7045,-0.0515
-0.983,0.1405,1.1235,0.4215,-1.053,0.632,-0.81,-0.7655,-0.6775,-0.6635,-0.6735,-0.731,0.0645,0.7095,-0.054
-0.9975,0.1405,1.138,0.4285,-1.0675,0.639,-0.805,-0.761,-0.673,-0.6595,-0.6685,-0.7275,0.0645,0.711,-0.055
-0.9985,0.1415,1.1395,0.4285,-1.069,0.6405,-0.8055,-0.76,-0.671,-0.658,-0.6675,-0.7255,0.066,0.712,-0.056
-0.9895,0.1405,1.13,0.4245,-1.0595,0.635,-0.8065,-0.7605,-0.672,-0.658,-0.6695,-0.726,0.0685,0.7135,-0.0575
-0.9875,0.146,1.1335,0.421,-1.0605,0.6395,-0.8015,-0.754,-0.668,-0.6535,-0.664,-0.7225,0.0695,0.7155,-0.058
-0.9845,0.157,1.142,0.414,-1.0635,0.6495,-0.8015,-0.7545,-0.668,-0.6525,-0.663,-0.721,0.0695,0.72,-0.058
-0.9675,0.1605,1.128,0.4035,-1.0475,0.644,-0.806,-0.7565,-0.6695,-0.654,-0.665,-0.723,0.072,0.7215,-0.058
-0.9615,0.1645,1.126,0.3985,-1.044,0.6455,-0.808,-0.756,-0.6685,-0.6525,-0.6645,-0.7225,0.075,0.728,-0.061
-0.981,0.1685,1.1495,0.406,-1.065,0.659,-0.803,-0.751,-0.6645,-0.647,-0.659,-0.7155,0.0785,0.731,-0.063
-1.007,0.1715,1.1785,0.4175,-1.0925,0.675,-0.791,-0.738,-0.6525,-0.637,-0.647,-0.7035,0.0795,0.733,-0.0625
-1.0155,0.17,1.1855,0.4225,-1.1005,0.6775,-0.7865,-0.733,-0.646,-0.633,-0.642,-0.7,0.078,0.734,-0.0625
-0.9965,0.1635,1.16,0.4165,-1.0785,0.6615,-0.794,-0.7405,-0.653,-0.641,-0.649,-0.706,0.0775,0.7295,-0.0625
-0.983,0.16,1.143,0.4115,-1.063,0.6515,-0.8005,-0.747,-0.66,-0.6455,-0.6555,-0.712,0.079,0.7295,-0.061
-0.9815,0.154,1.1355,0.414,-1.0585,0.6445,-0.803,-0.749,-0.66,-0.645,-0.6555,-0.7125,0.079,0.7255,-0.0625
-0.9855,0.151,1.136,0.417,-1.061,0.6435,-0.803,-0.7515,-0.6635,-0.649,-0.6575,-0.715,0.075,0.73,-0.0675
-0.9785,0.156,1.1345,0.4115,-1.0565,0.645,-0.8025,-0.755,-0.668,-0.6535,-0.663,-0.72,0.0745,0.7265,-0.063
-0.9815,0.155,1.1365,0.4135,-1.059,0.6455,-0.798,-0.7525,-0.665,-0.651,-0.661,-0.719,0.0715,0.7185,-0.0605
-0.993,0.1525,1.1455,0.42,-1.0695,0.649,-0.796,-0.751,-0.664,-0.6495,-0.6595,-0.718,0.0685,0.7235,-0.062
-1.0025,0.15,1.1525,0.4265,-1.0775,0.6515,-0.8015,-0.752,-0.663,-0.652,-0.6615,-0.719,0.0695,0.7285,-0.0625
-1.0065,0.152,1.1585,0.4275,-1.0825,0.655,-0.7995,-0.7515,-0.662,-0.652,-0.6625,-0.7195,0.0685,0.73,-0.063
-1.0055,0.1555,1.1615,0.425,-1.0835,0.6585,-0.7965,-0.7535,-0.665,-0.6525,-0.663,-0.721,0.0665,0.7325,-0.063
-1.0055,0.1525,1.1585,0.4265,-1.082,0.6555,-0.796,-0.752,-0.6655,-0.653,-0.664,-0.723,0.0635,0.7325,-0.067
-1.0025,0.1525,1.155,0.425,-1.079,0.654,-0.7935,-0.7475,-0.6615,-0.65,-0.6625,-0.7215,0.0635,0.733,-0.0665
-1.0045,0.155,1.16,0.4245,-1.082,0.6575,-0.7855,-0.741,-0.6555,-0.645,-0.656,-0.716,0.064,0.734,-0.065
-0.9955,0.1555,1.151,0.42,-1.0735,0.6535,-0.7855,-0.7445,-0.6595,-0.646,-0.661,-0.719,0.0625,0.723,-0.0635
-0.9965,0.1575,1.154,0.4195,-1.0755,0.6555,-0.7905,-0.751,-0.665,-0.6525,-0.6675,-0.7245,0.0625,0.723,-0.0605
-1.018,0.1565,1.175,0.4305,-1.0965,0.6655,-0.7845,-0.7505,-0.663,-0.6515,-0.666,-0.723,0.0595,0.727,-0.059
-1.03,0.155,1.1855,0.4375,-1.1075,0.6705,-0.7815,-0.7505,-0.663,-0.65,-0.6645,-0.722,0.056,0.7265,-0.058
-1.04,0.1565,1.1965,0.442,-1.118,0.6765,-0.7795,-0.749,-0.662,-0.648,-0.6615,-0.7195,0.0565,0.7265,-0.0585
-1.0415,0.155,1.1965,0.4435,-1.119,0.6755,-0.778,-0.7485,-0.6615,-0.6475,-0.662,-0.7185,0.057,0.7215,-0.0575
-1.0455,0.1495,1.195,0.448,-1.1205,0.6725,-0.781,-0.7485,-0.6615,-0.65,-0.6625,-0.72,0.0565,0.724,-0.0585
-1.023,0.1505,1.1735,0.4365,-1.098,0.662,-0.7875,-0.754,-0.667,-0.6555,-0.668,-0.7255,0.0565,0.7265,-0.059
-0.986,0.151,1.137,0.4175,-1.0615,0.644,-0.7995,-0.764,-0.678,-0.665,-0.68,-0.735,0.0575,0.7255,-0.057
-0.988,0.146,1.134,0.421,-1.061,0.64,-0.8045,-0.7705,-0.684,-0.671,-0.6845,-0.741,0.0555,0.728,-0.058
-0.9885,0.146,1.1345,0.421,-1.0615,0.6405,-0.8045,-0.7715,-0.685,-0.6715,-0.686,-0.7425,0.055,0.7295,-0.0585
-0.9955,0.146,1.141,0.4245,-1.0685,0.6435,-0.799,-0.767,-0.682,-0.668,-0.683,-0.738,0.0565,0.728,-0.058
-1.0035,0.1445,1.148,0.4295,-1.0755,0.646,-0.797,-0.7645,-0.679,-0.665,-0.6795,-0.7355,0.0565,0.724,-0.058
-1.019,0.1415,1.1605,0.439,-1.0895,0.651,-0.7925,-0.7595,-0.6735,-0.6585,-0.674,-0.73,0.0555,0.7235,-0.0585
-1.0335,0.141,1.174,0.4465,-1.104,0.6575,-0.787,-0.7575,-0.6725,-0.6575,-0.673,-0.7295,0.0535,0.726,-0.0595
-1.031,0.142,1.173,0.4445,-1.102,0.6575,-0.794,-0.76,-0.677,-0.662,-0.6785,-0.735,0.0535,0.7265,-0.0595
-1.04,0.146,1.1865,0.447,-1.113,0.666,-0.7925,-0.7555,-0.6735,-0.6585,-0.6735,-0.7295,0.0535,0.726,-0.06
-1.038,0.1515,1.1895,0.4435,-1.114,0.6705,-0.7885,-0.7535,-0.6705,-0.6565,-0.6705,-0.7275,0.053,0.7265,-0.06
-1.0275,0.1515,1.179,0.438,-1.1035,0.6655,-0.7915,-0.7545,-0.6715,-0.6585,-0.673,-0.729,0.0535,0.727,-0.059
-1.028,0.148,1.1755,0.44,-1.102,0.662,-0.791,-0.7535,-0.671,-0.655,-0.671,-0.7275,0.0545,0.723,-0.056
-1.03,0.1485,1.178,0.4405,-1.104,0.663,-0.7925,-0.756,-0.6715,-0.6565,-0.672,-0.729,0.054,0.724,-0.0575
-1.0175,0.1575,1.175,0.43,-1.096,0.666,-0.7965,-0.7605,-0.673,-0.6595,-0.672,-0.731,0.0565,0.7315,-0.058
-1.0155,0.152,1.167,0.432,-1.091,0.6595,-0.799,-0.76,-0.675,-0.66,-0.6735,-0.7335,0.0565,0.7305,-0.0575
-1.0245,0.1415,1.166,0.4415,-1.095,0.6535,-0.7965,-0.762,-0.6775,-0.664,-0.677,-0.736,0.0545,0.7275,-0.0585
-1.025,0.142,1.167,0.4415,-1.096,0.6545,-0.7915,-0.759,-0.6765,-0.6625,-0.676,-0.7345,0.0545,0.7245,-0.058
-1.032,0.1395,1.1715,0.446,-1.1015,0.6555,-0.782,-0.7465,-0.668,-0.655,-0.67,-0.7285,0.0545,0.722,-0.062
-1.046,0.1405,1.186,0.453,-1.116,0.6635,-0.774,-0.7335,-0.6575,-0.648,-0.664,-0.724,0.0535,0.724,-0.0635
-1.038,0.148,1.186,0.445,-1.112,0.667,-0.7745,-0.7295,-0.6585,-0.6525,-0.671,-0.7305,0.0525,0.731,-0.066
-1.008,0.155,1.163,0.4265,-1.0855,0.659,-0.778,-0.721,-0.658,-0.657,-0.679,-0.738,0.054,0.731,-0.0685
-1.006,0.159,1.1655,0.4235,-1.086,0.6625,-0.775,-0.708,-0.651,-0.6555,-0.6785,-0.74,0.053,0.732,-0.07
-1.0265,0.166,1.192,0.43,-1.109,0.679,-0.7615,-0.6885,-0.634,-0.6455,-0.6725,-0.7335,0.052,0.739,-0.077
-1.045,0.1725,1.2175,0.436,-1.131,0.695,-0.741,-0.653,-0.6015,-0.623,-0.655,-0.719,0.055,0.7445,-0.0855
-1.0695,0.1845,1.2545,0.4425,-1.162,0.7195,-0.722,-0.632,-0.5815,-0.6115,-0.646,-0.7115,0.0535,0.7605,-0.0915
-1.079,0.207,1.286,0.436,-1.182,0.7465,-0.699,-0.6015,-0.557,-0.6,-0.6395,-0.7065,0.0545,0.7885,-0.099
-1.077,0.22,1.2965,0.4285,-1.1865,0.758,-0.6705,-0.5545,-0.522,-0.583,-0.6285,-0.701,0.056,0.803,-0.1125
-1.05,0.228,1.278,0.411,-1.164,0.753,-0.6515,-0.517,-0.492,-0.5715,-0.6245,-0.704,0.0585,0.8085,-0.1245
-1.01,0.243,1.253,0.3835,-1.1315,0.748,-0.635,-0.4865,-0.463,-0.562,-0.6235,-0.709,0.0635,0.8195,-0.1355
-1.0175,0.2525,1.27,0.3825,-1.1435,0.761,-0.608,-0.471,-0.445,-0.552,-0.616,-0.7045,0.0625,0.8245,-0.147
-1.0425,0.2595,1.302,0.3915,-1.172,0.781,-0.5685,-0.442,-0.419,-0.533,-0.6035,-0.697,0.061,0.831,-0.1625
-1.0505,0.2655,1.316,0.3925,-1.1835,0.7905,-0.523,-0.382,-0.372,-0.5015,-0.583,-0.6875,0.0655,0.8335,-0.186
-1.0435,0.2675,1.311,0.388,-1.177,0.789,-0.4845,-0.3365,-0.324,-0.4625,-0.558,-0.677,0.0755,0.8295,-0.207
-1.0545,0.269,1.323,0.3925,-1.189,0.796,-0.4615,-0.337,-0.2965,-0.434,-0.539,-0.6685,0.0855,0.8325,-0.2195
-1.0735,0.2735,1.347,0.4005,-1.2105,0.81,-0.455,-0.3735,-0.282,-0.405,-0.513,-0.6505,0.097,0.835,-0.2245
-1.07,0.2735,1.343,0.398,-1.2065,0.8085,-0.452,-0.407,-0.2545,-0.372,-0.4885,-0.64,0.1115,0.8325,-0.232
-1.06,0.2805,1.3405,0.39,-1.2005,0.8105,-0.4515,-0.4495,-0.2345,-0.3395,-0.463,-0.6265,0.129,0.8335,-0.2415
-1.037,0.303,1.34,0.367,-1.1885,0.8215,-0.456,-0.509,-0.2085,-0.289,-0.42,-0.598,0.158,0.844,-0.248
-1.021,0.3255,1.3465,0.3475,-1.1835,0.836,-0.4835,-0.586,-0.175,-0.225,-0.3645,-0.56,0.2005,0.857,-0.254
-1.0025,0.3605,1.363,0.321,-1.1825,0.8615,-0.529,-0.6885,-0.144,-0.146,-0.2915,-0.5055,0.257,0.883,-0.2555
-0.983,0.387,1.37,0.298,-1.1765,0.8785,-0.552,-0.757,-0.09,-0.0535,-0.2075,-0.4455,0.3155,0.901,-0.261
-0.96,0.4165,1.376,0.2715,-1.168,0.896,-0.585,-0.825,-0.0295,0.054,-0.11,-0.3765,0.3865,0.916,-0.271
-0.898,0.4715,1.3695,0.213,-1.1335,0.9205,-0.6525,-0.9285,0.0295,0.175,0.001,-0.2945,0.477,0.9535,-0.278
-0.8305,0.526,1.357,0.1525,-1.094,0.9415,-0.7445,-1.055,0.0735,0.297,0.12,-0.2005,0.577,0.988,-0.2715
-0.77,0.579,1.3495,0.0955,-1.0595,0.9645,-0.8415,-1.1975,0.095,0.4175,0.2425,-0.0995,0.6795,1.02,-0.258
-0.7105,0.6325,1.343,0.039,-1.0265,0.9875,-0.9355,-1.3355,0.112,0.5265,0.3555,-0.0055,0.773,1.0475,-0.245
-0.645,0.6875,1.3325,-0.0215,-0.9885,1.01,-1.0405,-1.465,0.133,0.631,0.466,0.087,0.872,1.0825,-0.2335
-0.5635,0.7255,1.2885,-0.081,-0.926,1.007,-1.149,-1.578,0.157,0.737,0.573,0.1735,0.972,1.1085,-0.2255
-0.4865,0.761,1.2475,-0.1375,-0.867,1.0045,-1.247,-1.6815,0.1945,0.8515,0.6865,0.2665,1.073,1.124,-0.2145
-0.4195,0.813,1.233,-0.1965,-0.8265,1.023,-1.329,-1.7745,0.233,0.96,0.797,0.3605,1.171,1.1565,-0.2065
-0.358,0.857,1.2145,-0.2495,-0.7865,1.036,-1.4035,-1.8675,0.238,1.0245,0.875,0.4355,1.2515,1.185,-0.1895
-0.289,0.8895,1.1785,-0.3,-0.734,1.034,-1.485,-1.9615,0.192,1.0315,0.914,0.496,1.3125,1.1975,-0.161
-0.21,0.919,1.129,-0.3545,-0.6695,1.024,-1.576,-2.0755,0.097,0.9955,0.9245,0.5365,1.3595,1.2125,-0.1295
-0.1475,0.961,1.109,-0.407,-0.628,1.035,-1.662,-2.2005,0.02,0.9665,0.935,0.573,1.401,1.249,-0.0935
-0.1145,1.0055,1.12,-0.4455,-0.6175,1.0625,-1.7455,-2.3015,-0.0315,0.9525,0.951,0.6175,1.435,1.284,-0.059
-0.0685,1.054,1.1225,-0.4925,-0.5955,1.088,-1.8195,-2.3895,-0.0945,0.933,0.9625,0.6585,1.4695,1.3215,-0.0355
-0.014,1.0825,1.0965,-0.5345,-0.5555,1.0895,-1.872,-2.4445,-0.137,0.914,0.967,0.6845,1.494,1.3485,-0.024
0.0125,1.0895,1.077,-0.551,-0.532,1.083,-1.917,-2.4965,-0.191,0.8715,0.9495,0.692,1.497,1.3595,-0.001
0.028,1.1,1.072,-0.564,-0.522,1.086,-1.9665,-2.5735,-0.302,0.7775,0.8975,0.6815,1.4825,1.372,0.0315
0.02,1.077,1.0565,-0.5485,-0.518,1.0665,-2.001,-2.628,-0.4195,0.659,0.815,0.6425,1.44,1.3575,0.0635
0.0125,1.0455,1.033,-0.529,-0.5105,1.0395,-2.0175,-2.6505,-0.5255,0.545,0.7315,0.6,1.388,1.344,0.0915
0.005,1.022,1.0165,-0.5135,-0.506,1.019,-2.0475,-2.685,-0.6515,0.426,0.6495,0.563,1.348,1.3255,0.119
-0.024,0.994,1.018,-0.485,-0.521,1.006,-2.0845,-2.741,-0.7925,0.2935,0.555,0.517,1.299,1.304,0.153
-0.047,0.957,1.004,-0.455,-0.5255,0.9805,-2.1085,-2.774,-0.9345,0.153,0.45,0.4585,1.2325,1.2805,0.1805
-0.0545,0.917,0.9715,-0.4315,-0.513,0.9445,-2.15,-2.828,-1.1055,-0.011,0.33,0.3905,1.1635,1.251,0.2145
-0.076,0.895,0.971,-0.4095,-0.5235,0.933,-2.201,-2.915,-1.2875,-0.1795,0.2095,0.325,1.092,1.239,0.256
-0.1155,0.83,0.9455,-0.357,-0.5305,0.8875,-2.2145,-2.9465,-1.4325,-0.3255,0.097,0.256,1.016,1.192,0.284
-0.161,0.742,0.9035,-0.2905,-0.532,0.823,-2.199,-2.937,-1.5665,-0.481,-0.033,0.165,0.9255,1.13,0.3065
-0.2205,0.686,0.906,-0.2325,-0.5635,0.796,-2.168,-2.9385,-1.7055,-0.647,-0.1765,0.06,0.821,1.09,0.329
-0.281,0.6285,0.9095,-0.174,-0.5955,0.769,-2.136,-2.9555,-1.8475,-0.8045,-0.307,-0.029,0.725,1.047,0.3535
-0.3475,0.5665,0.9145,-0.1095,-0.631,0.7405,-2.097,-2.9675,-1.979,-0.9535,-0.431,-0.1125,0.625,1.011,0.3735
-0.417,0.519,0.936,-0.051,-0.6765,0.7275,-2.0505,-2.96,-2.082,-1.086,-0.5465,-0.191,0.5285,0.9885,0.394
-0.4875,0.472,0.9595,0.008,-0.7235,0.7155,-1.9975,-2.914,-2.1295,-1.172,-0.627,-0.25,0.457,0.9625,0.412
-0.553,0.43,0.983,0.0615,-0.768,0.7065,-1.927,-2.8405,-2.1235,-1.212,-0.675,-0.2925,0.401,0.9475,0.4135
-0.588,0.4195,1.0075,0.0845,-0.798,0.7135,-1.852,-2.7605,-2.092,-1.223,-0.701,-0.3195,0.3605,0.9565,0.4035
-0.5895,0.4335,1.023,0.078,-0.8065,0.7285,-1.8025,-2.6745,-2.031,-1.2035,-0.7,-0.329,0.3485,0.982,0.395
-0.5965,0.45,1.0465,0.0735,-0.8215,0.748,-1.746,-2.5675,-1.9475,-1.166,-0.6845,-0.3275,0.3415,1.0105,0.38
-0.601,0.474,1.075,0.0635,-0.838,0.7745,-1.6835,-2.4485,-1.858,-1.1235,-0.666,-0.3245,0.3375,1.0415,0.364
-0.6,0.5055,1.106,0.0475,-0.853,0.8055,-1.636,-2.3435,-1.7715,-1.0775,-0.643,-0.3135,0.3435,1.0795,0.354
-0.6255,0.525,1.1505,0.0505,-0.888,0.838,-1.576,-2.237,-1.6895,-1.039,-0.627,-0.313,0.3355,1.106,0.335
-0.6515,0.5325,1.184,0.0595,-0.9175,0.8585,-1.5155,-2.121,-1.6095,-1.006,-0.616,-0.319,0.324,1.114,0.312
-0.6765,0.527,1.2035,0.0745,-0.94,0.8655,-1.462,-2.0065,-1.5345,-0.973,-0.607,-0.3265,0.314,1.109,0.283
-0.699,0.518,1.2165,0.0905,-0.958,0.867,-1.422,-1.905,-1.47,-0.9475,-0.603,-0.3375,0.3085,1.1,0.259
-0.723,0.497,1.2205,0.113,-0.972,0.8585,-1.39,-1.8025,-1.406,-0.921,-0.6005,-0.3515,0.303,1.0805,0.239
-0.7435,0.466,1.2095,0.1385,-0.9765,0.8375,-1.366,-1.7105,-1.3495,-0.8995,-0.6035,-0.372,0.2955,1.046,0.2225
-0.767,0.435,1.202,0.166,-0.9845,0.8185,-1.3425,-1.625,-1.2945,-0.8795,-0.6015,-0.3855,0.293,1.0115,0.213
-0.7845,0.406,1.1905,0.189,-0.9875,0.7985,-1.3125,-1.5495,-1.249,-0.8665,-0.607,-0.406,0.283,0.9845,0.199
-0.7865,0.383,1.1695,0.2015,-0.978,0.7765,-1.2865,-1.4805,-1.213,-0.864,-0.6275,-0.4425,0.2655,0.957,0.183
-0.7875,0.356,1.143,0.216,-0.9655,0.7495,-1.2585,-1.4125,-1.1755,-0.8615,-0.649,-0.484,0.2445,0.933,0.1655
-0.783,0.323,1.106,0.23,-0.9445,0.7145,-1.224,-1.3515,-1.1415,-0.8625,-0.671,-0.524,0.221,0.904,0.15
-0.826,0.2765,1.1025,0.275,-0.9645,0.6895,-1.173,-1.275,-1.099,-0.8565,-0.6905,-0.561,0.1875,0.867,0.1325
-0.8775,0.249,1.1265,0.314,-1.002,0.6875,-1.1225,-1.2055,-1.0565,-0.8465,-0.701,-0.59,0.157,0.844,0.1155
-0.909,0.2335,1.1425,0.338,-1.0255,0.688,-1.081,-1.144,-1.016,-0.8345,-0.7085,-0.612,0.139,0.8205,0.103
-0.9415,0.2025,1.144,0.3695,-1.0425,0.6735,-1.0435,-1.09,-0.984,-0.831,-0.7225,-0.644,0.1135,0.796,0.089
-0.963,0.1765,1.1395,0.393,-1.0515,0.658,-1.0095,-1.045,-0.956,-0.8265,-0.7325,-0.6695,0.0905,0.7745,0.0745
-0.9845,0.16,1.1445,0.4125,-1.0645,0.6525,-0.979,-1.0005,-0.9255,-0.8145,-0.7345,-0.684,0.078,0.757,0.0605
-0.9905,0.158,1.1485,0.416,-1.0695,0.6535,-0.957,-0.9645,-0.9025,-0.8145,-0.7475,-0.712,0.0605,0.7485,0.0465
-0.997,0.151,1.148,0.423,-1.0725,0.6495,-0.9295,-0.9265,-0.8775,-0.8075,-0.7535,-0.731,0.046,0.742,0.031
-1.016,0.138,1.1535,0.439,-1.085,0.6455,-0.903,-0.8915,-0.8515,-0.7965,-0.7505,-0.7395,0.038,0.7355,0.019
-1.048,0.127,1.175,0.4605,-1.1115,0.651,-0.8795,-0.862,-0.83,-0.7885,-0.753,-0.75,0.0285,0.7295,0.0105
-1.0655,0.1165,1.182,0.475,-1.124,0.649,-0.8575,-0.8365,-0.813,-0.784,-0.756,-0.76,0.0175,0.721,0.002
-1.0425,0.112,1.1545,0.4655,-1.0985,0.633,-0.855,-0.8285,-0.8125,-0.7945,-0.7725,-0.784,0.0075,0.717,-0.006
-1.0345,0.1025,1.137,0.466,-1.086,0.62,-0.848,-0.816,-0.807,-0.7965,-0.782,-0.8,0.001,0.711,-0.0135
-1.0475,0.0905,1.1385,0.4785,-1.093,0.6145,-0.8255,-0.7875,-0.7855,-0.7855,-0.777,-0.8025,-0.006,0.699,-0.0205
-1.048,0.0845,1.133,0.482,-1.0905,0.609,-0.815,-0.7705,-0.774,-0.782,-0.779,-0.811,-0.01,0.6955,-0.028
-1.063,0.075,1.138,0.494,-1.1005,0.6065,-0.8015,-0.751,-0.76,-0.7735,-0.7745,-0.811,-0.0115,0.685,-0.03
-1.0865,0.065,1.151,0.511,-1.1185,0.608,-0.7855,-0.73,-0.745,-0.7645,-0.7705,-0.8105,-0.0145,0.6775,-0.0345
-1.0925,0.0635,1.1565,0.5145,-1.1245,0.61,-0.7805,-0.722,-0.7415,-0.7665,-0.776,-0.818,-0.017,0.676,-0.039
-1.0815,0.0635,1.145,0.509,-1.113,0.604,-0.78,-0.7175,-0.74,-0.7695,-0.7815,-0.827,-0.02,0.667,-0.0405
-1.093,0.0605,1.154,0.5165,-1.1235,0.607,-0.771,-0.7065,-0.7315,-0.764,-0.7775,-0.825,-0.023,0.666,-0.0445
-1.1015,0.059,1.1605,0.5215,-1.131,0.6095,-0.765,-0.6995,-0.724,-0.7605,-0.7745,-0.821,-0.024,0.668,-0.045
